provider_id,provider_name,product_id,staffel_min,staffel_max,min_looptijd_maanden,max_looptijd_maanden,rente_percentage,kosten_eenmalig,kosten_periodiek,geldig_vanaf,bron_url,bron_regel
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,72,72,2.5,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 6 jaar 2.5%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,84,84,2.5,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 7 jaar 2.5%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,96,96,2.55,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 8 jaar 2.55%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,108,108,2.6,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 9 jaar 2.6%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,120,120,2.65,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 10 jaar 2.65%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,132,132,2.65,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 11 jaar 2.65%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,144,144,2.65,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 12 jaar 2.65%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,156,156,2.65,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 13 jaar 2.65%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,168,168,2.7,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 14 jaar 2.7%
RABOBANK,Rabobank,RABO_LIJFRENTE,0,999999999,180,180,2.75,0.0,0.0,2026-03-25,https://www.banksparen.nl/pensioen-lijfrente/renteoverzicht/rabobank/banksparen-rabobank.aspx,ToekomstUitkering 15 jaar 2.75%
